user_id,posted,item_id,helpful,recommend,sentiment_analysis,sentiment_label
76561198042756236,"Posted December 2, 2014.",289650,No ratings yet,False,0.5312,2
ndrss,"Posted November 26, 2013.",11610,1 of 4 people (25%) found this review helpful,True,0.4314,2
76561198081677554,"Posted January 10, 2015.",550,No ratings yet,True,0.0,1
Cosmonaut123456789,"Posted September 15, 2014.",12110,2 of 2 people (100%) found this review helpful,True,-0.2755,0
76561198107928649,"Posted April 5, 2014.",730,1 of 2 people (50%) found this review helpful,True,0.6249,2
76561198104404617,"Posted October 12, 2015.",105600,2 of 2 people (100%) found this review helpful,True,0.9744,2
76561198071955492,"Posted October 25, 2014.",214490,3 of 6 people (50%) found this review helpful,True,0.0,1
bruhbruhxd,Posted April 12.,242760,No ratings yet,True,0.9419,2
Crazymac123,"Posted December 19, 2013.",221100,2 of 2 people (100%) found this review helpful,True,0.0,1
76561198077244610,"Posted December 27, 2015.",730,0 of 1 people (0%) found this review helpful,False,0.5106,2
CrimsonStormFTW,Posted April 9.,371190,4 of 5 people (80%) found this review helpful,True,0.9693,2
76561198067214601,"Posted February 17, 2014.",263020,0 of 1 people (0%) found this review helpful,True,0.8168,2
76561198017913139,Posted March 29.,251570,1 of 3 people (33%) found this review helpful,True,0.0,1
SSAANNEESS,"Posted November 29, 2014.",251990,2 of 5 people (40%) found this review helpful,True,-0.8225,0
76561198107811819,"Posted February 27, 2015.",304930,No ratings yet,True,0.5719,2
76561198042921883,Posted May 14.,379720,1 of 1 people (100%) found this review helpful,True,0.0,1
kanekicg,"Posted July 18, 2013.",207610,No ratings yet,True,0.0,1
76561198048024738,"Posted January 24, 2014.",4000,No ratings yet,True,0.0,1
76561198084976671,"Posted April 4, 2015.",4700,1 of 1 people (100%) found this review helpful,True,0.0516,1
THE_ART_OF_FEEDING,"Posted December 2, 2013.",570,No ratings yet,True,0.9186,2
76561197995146150,Posted June 20.,404090,14 of 15 people (93%) found this review helpful,False,0.9151,2
76561198082559637,"Posted April 8, 2015.",332350,12 of 52 people (23%) found this review helpful,True,0.7351,2
DKA013,"Posted January 6, 2014.",72850,1 of 2 people (50%) found this review helpful,True,0.0,1
76561198059201575,"Posted June 25, 2015.",244850,No ratings yet,True,0.8382,2
76561198060901683,"Posted January 17, 2014.",228380,No ratings yet,True,0.9908,2
76561198074763789,"Posted November 14, 2015.",242920,No ratings yet,True,0.9892,2
BlitzGames,"Posted January 9, 2014.",440,No ratings yet,True,0.886,2
76561197992227006,"Posted June 24, 2014.",227680,10 of 23 people (43%) found this review helpful,True,0.0258,1
76561198070775610,Posted June 12.,48705,No ratings yet,True,0.1531,2
misterross,"Posted February 22, 2014.",104900,No ratings yet,True,0.5267,2
mainkradxdxdx,"Posted June 21, 2013.",440,No ratings yet,True,0.0,1
76561198101576470,Posted February 16.,440,No ratings yet,True,0.0,1
Dante69123,"Posted December 21, 2014.",58610,0 of 10 people (0%) found this review helpful,False,-0.6597,0
76561198079220364,"Posted June 27, 2014.",8980,0 of 1 people (0%) found this review helpful,True,0.5859,2
DareTheSeal,"Posted December 2, 2015.",48700,1 of 1 people (100%) found this review helpful,True,0.6204,2
blackcheeze,"Posted December 29, 2015.",24720,No ratings yet,True,0.7579,2
6dighero,"Posted January 27, 2015.",239140,0 of 1 people (0%) found this review helpful,True,-0.8454,0
76561198044594262,"Posted December 18, 2014.",730,No ratings yet,True,-0.34,0
76561198021814659,"Posted December 22, 2015.",416670,1 of 4 people (25%) found this review helpful,False,0.9501,2
76561198078913614,"Posted December 26, 2013.",550,1 of 1 people (100%) found this review helpful,True,0.4404,2
BOBROSSJPEGEXE,Posted February 5.,105450,No ratings yet,True,0.0,1
blablabla174,Posted January 16.,570,1 of 1 people (100%) found this review helpful,True,0.0,1
76561198050864519,Posted January 4.,265300,0 of 1 people (0%) found this review helpful,True,0.6249,2
sirkillsalot1337,"Posted September 30, 2014.",218620,No ratings yet,True,0.8232,2
76561198046045640,"Posted July 16, 2013.",440,1 of 1 people (100%) found this review helpful,True,-0.3197,0
76561198195091390,"Posted August 31, 2015.",730,No ratings yet,True,0.6369,2
76561198084697858,"Posted April 16, 2015.",212680,No ratings yet,True,0.6124,2
76561198008827809,"Posted May 7, 2014.",234330,No ratings yet,True,0.9441,2
76561198039605834,Posted April 19.,374320,No ratings yet,True,0.5719,2
Yugm,"Posted July 5, 2014.",271290,No ratings yet,False,0.5719,2
dblddr,"Posted June 26, 2014.",440,0 of 2 people (0%) found this review helpful,True,0.296,2
DeepCrysis,Posted July 4.,47870,3 of 6 people (50%) found this review helpful,False,0.9853,2
shay181,"Posted October 6, 2015.",304930,0 of 1 people (0%) found this review helpful,True,0.9799,2
76561197994831363,Posted May 14.,397610,No ratings yet,True,0.9801,2
deltalink21,"Posted August 19, 2015.",204180,5 of 6 people (83%) found this review helpful,True,0.9299,2
Qzt,"Posted December 14, 2014.",270550,No ratings yet,True,0.0,1
76561198052661205,"Posted May 31, 2012.",4000,No ratings yet,True,0.2023,2
NZObiwan,Posted August 26.,275850,2 of 3 people (67%) found this review helpful,False,0.34,2
76561198071716213,"Posted May 23, 2015.",264710,No ratings yet,True,0.1531,2
76561198065988138,Posted April 9.,388090,No ratings yet,True,-0.8271,0
Denied72,Posted May 28.,222880,1 of 3 people (33%) found this review helpful,True,0.6369,2
76561198056953510,"Posted August 24, 2014.",49520,No ratings yet,True,0.6705,2
76561198068479124,"Posted December 12, 2013.",218230,No ratings yet,True,0.6369,2
GetMLGRekt,"Posted October 23, 2015.",304930,No ratings yet,True,0.4404,2
fuzzygrilz,"Posted March 7, 2014.",49470,0 of 1 people (0%) found this review helpful,True,0.8519,2
76561198086282677,"Posted May 25, 2013.",230410,2 of 4 people (50%) found this review helpful,True,0.0,1
DerpyAura,Posted June 2.,72850,1 of 1 people (100%) found this review helpful,True,0.9842,2
76561198032293266,"Posted September 23, 2015.",239140,No ratings yet,True,0.8698,2
76561198091717988,"Posted October 5, 2014.",301520,5 of 9 people (56%) found this review helpful,True,0.8481,2
Devmabby,"Posted May 1, 2015.",204100,No ratings yet,True,0.899,2
76561197971532272,"Posted June 22, 2015.",72840,No ratings yet,True,0.3612,2
76561198114039731,"Posted April 25, 2014.",620,1 of 1 people (100%) found this review helpful,True,0.8121,2
digfernandes,"Posted January 8, 2015.",570,3 of 4 people (75%) found this review helpful,True,0.0,1
dijakeplays,"Posted December 18, 2013.",70000,2 of 3 people (67%) found this review helpful,True,0.6808,2
ohplsguuby,"Posted July 10, 2015.",220,2 of 2 people (100%) found this review helpful,True,-0.34,0
NathanielPeace,"Posted July 23, 2015.",333930,No ratings yet,True,0.7264,2
76561198099102298,"Posted July 29, 2014.",304930,No ratings yet,True,-0.7184,0
ShrikeShrikeShrikeShrikeShrike,"Posted April 11, 2015.",730,No ratings yet,True,0.5106,2
efefuyg3g4u5u22u4yv,"Posted January 26, 2014.",210770,No ratings yet,True,0.8689,2
doctorpotatoes,"Posted March 12, 2015.",204300,0 of 1 people (0%) found this review helpful,True,0.5859,2
6294421419,"Posted April 6, 2014.",570,No ratings yet,True,0.0,1
regentorange,"Posted April 27, 2015.",344760,5 of 9 people (56%) found this review helpful,False,0.9146,2
76561198120646995,"Posted March 14, 2015.",301520,1 of 2 people (50%) found this review helpful,True,-0.3947,0
diglekango,"Posted March 12, 2015.",247000,0 of 1 people (0%) found this review helpful,True,0.7579,2
76561198055370293,"Posted March 7, 2014.",238320,No ratings yet,True,0.5435,2
duzim,"Posted June 5, 2015.",313740,75 of 108 people (69%) found this review helpful,False,0.1779,2
76561197995098683,"Posted November 23, 2010.",40100,No ratings yet,True,-0.5574,0
swscorpian,Posted March 1.,422970,1 of 1 people (100%) found this review helpful,True,0.4215,2
123repulseMe,"Posted February 2, 2015.",319630,No ratings yet,True,0.5574,2
76561197969800840,"Posted December 12, 2015.",206190,No ratings yet,True,0.9485,2
Cab117,"Posted January 23, 2015.",313120,No ratings yet,True,0.25,2
DrVendax,"Posted March 25, 2015.",342300,17 of 21 people (81%) found this review helpful,True,-0.8587,0
76561198090773476,"Posted November 6, 2014.",224540,No ratings yet,True,0.7906,2
Dragoten,Posted September 12.,222940,No ratings yet,True,0.8882,2
thedragon347,"Posted December 29, 2013.",35720,1 of 1 people (100%) found this review helpful,True,0.9769,2
76561198073725626,"Posted July 17, 2015.",72850,1 of 1 people (100%) found this review helpful,True,-0.5106,0
76561198097534775,"Posted August 20, 2014.",209000,No ratings yet,True,0.0,1
76561198165512984,"Posted December 6, 2015.",4000,2 of 2 people (100%) found this review helpful,True,0.5267,2
vitoprofile,"Posted June 13, 2014.",236850,1 of 1 people (100%) found this review helpful,True,-0.7112,0
76561198057119793,"Posted February 2, 2014.",630,No ratings yet,True,0.5719,2
JamesDurham23JubileeRd,"Posted April 18, 2015.",218620,1 of 1 people (100%) found this review helpful,True,0.4939,2
76561198080980901,"Posted February 27, 2015.",570,No ratings yet,True,-0.0015,1
76561198066955730,"Posted March 25, 2014.",47410,No ratings yet,False,0.9186,2
Eack,"Posted November 1, 2015.",218620,3 of 19 people (16%) found this review helpful,True,0.4404,2
76561198060822442,Posted July 10.,365810,No ratings yet,True,0.9718,2
76561198049435011,"Posted April 8, 2014.",236390,No ratings yet,True,-0.0516,1
edgar_its_the_popo,"Posted August 22, 2015.",232090,No ratings yet,True,0.9873,2
Efreak,"Posted May 30, 2012.",38240,0 of 3 people (0%) found this review helpful,True,0.9571,2
76561198038840599,"Posted August 10, 2015.",65800,No ratings yet,True,0.34,2
hashandtag,"Posted April 16, 2015.",730,0 of 1 people (0%) found this review helpful,True,0.4404,2
JZargo4Pres,"Posted February 5, 2015.",730,1 of 2 people (50%) found this review helpful,True,-0.5719,0
XavvPlays,"Posted September 27, 2015.",200260,2 of 3 people (67%) found this review helpful,True,-0.6705,0
76561198056254879,Posted January 4.,219640,No ratings yet,False,0.0,1
eljefe2171,"Posted October 26, 2015.",295110,0 of 1 people (0%) found this review helpful,True,-0.1027,0
LapFucksTrax,"Posted June 15, 2015.",211820,No ratings yet,True,0.0,1
pon2543007,"Posted October 9, 2014.",215530,7 of 7 people (100%) found this review helpful,True,0.0,1
en-esta-partecita-esta-zacler,"Posted November 14, 2014.",281050,No ratings yet,True,0.3182,2
EnderRay10420,"Posted July 9, 2014.",9480,No ratings yet,True,0.0,1
76561198026040814,"Posted August 7, 2015.",214950,No ratings yet,True,-0.5719,0
76561198154493361,Posted April 30.,436110,No ratings yet,True,-0.7506,0
epicsquid,"Posted January 2, 2014.",220780,1 of 2 people (50%) found this review helpful,True,0.9781,2
76561198097219763,"Posted April 15, 2014.",440,1 of 1 people (100%) found this review helpful,True,0.0,1
76561198117877658,Posted April 22.,239660,No ratings yet,True,0.9371,2
compuguy123,"Posted August 6, 2014.",301520,0 of 1 people (0%) found this review helpful,True,0.6808,2
76561198041889877,"Posted August 18, 2014.",235460,No ratings yet,True,0.7351,2
76561198054332392,Posted August 23.,250900,No ratings yet,True,0.8519,2
76561198064260593,Posted April 4.,730,No ratings yet,True,0.128,2
76561197995939652,"Posted July 14, 2013.",218230,3 of 4 people (75%) found this review helpful,True,0.8779,2
hoot_toot,Posted May 8.,230410,0 of 2 people (0%) found this review helpful,False,0.5916,2
76561198088408984,"Posted November 8, 2014.",214950,No ratings yet,True,0.0,1
76561198065247694,"Posted October 20, 2014.",253710,1 of 1 people (100%) found this review helpful,False,0.5106,2
76561198094506909,"Posted June 13, 2015.",252490,0 of 4 people (0%) found this review helpful,False,-0.6154,0
Letachal,"Posted October 20, 2015.",245550,No ratings yet,True,0.977,2
76561198046912445,"Posted February 14, 2015.",301520,0 of 1 people (0%) found this review helpful,False,0.7964,2
falynax,"Posted November 11, 2015.",221100,2 of 4 people (50%) found this review helpful,False,-0.8481,0
76561198103524411,Posted June 16.,441050,7 of 15 people (47%) found this review helpful,True,0.0,1
76561198047208774,Posted April 2.,550,No ratings yet,True,0.9425,2
FeatInk,Posted September 11.,346110,4 of 21 people (19%) found this review helpful,True,0.1511,2
bigprenis,"Posted August 12, 2014.",218620,0 of 2 people (0%) found this review helpful,True,0.0,1
dahaydos,"Posted April 16, 2014.",222880,1 of 1 people (100%) found this review helpful,True,0.926,2
matt20131,"Posted December 1, 2014.",105600,No ratings yet,True,0.0,1
76561198028357316,Posted January 16.,367500,0 of 1 people (0%) found this review helpful,True,0.8225,2
Mrawes0m3,Posted February 25.,391540,No ratings yet,True,0.0,1
InsightXIVC,"Posted December 16, 2013.",200710,No ratings yet,True,0.8674,2
76561198054211660,"Posted June 3, 2014.",262410,No ratings yet,True,-0.1531,0
izumireina,Posted May 11.,1840,No ratings yet,True,0.8885,2
Fetolino,"Posted August 1, 2014.",301520,No ratings yet,True,0.128,2
76561198032373589,Posted March 27.,246420,No ratings yet,True,0.6369,2
76561198057473311,"Posted November 11, 2014.",440,No ratings yet,True,-0.5106,0
76561198061285334,"Posted January 11, 2015.",242720,No ratings yet,False,0.4404,2
Takmid,"Posted November 22, 2015.",282660,3 of 11 people (27%) found this review helpful,True,0.8074,2
76561198003855855,Posted April 27.,220700,No ratings yet,True,0.765,2
modtech,"Posted April 6, 2014.",570,1 of 1 people (100%) found this review helpful,True,0.9336,2
BajanCanidian,"Posted October 17, 2014.",218620,2 of 4 people (50%) found this review helpful,True,-0.6059,0
Fluphy_,"Posted July 26, 2014.",265930,3 of 3 people (100%) found this review helpful,True,0.7783,2
76561198162487321,Posted April 7.,274190,No ratings yet,True,0.0,1
Anthonybasso,"Posted June 24, 2014.",206210,No ratings yet,True,0.8074,2
76561198124526584,"Posted September 27, 2014.",105600,No ratings yet,True,0.8442,2
76561198044471846,"Posted May 15, 2015.",730,No ratings yet,True,0.7264,2
FORTHMINGUTH,"Posted March 19, 2013.",440,No ratings yet,True,0.9552,2
TruBru,"Posted July 26, 2014.",222900,No ratings yet,True,-0.4767,0
76561198007165405,Posted July 12.,384490,2 of 6 people (33%) found this review helpful,False,-0.9784,0
Frankaloons,"Posted July 28, 2014.",4000,2 of 2 people (100%) found this review helpful,True,0.9584,2
jach5270,"Posted January 2, 2014.",219150,No ratings yet,True,0.9595,2
76561197995338574,"Posted May 29, 2015.",374570,No ratings yet,True,0.0,1
76561198066916378,"Posted September 8, 2014.",233250,1 of 3 people (33%) found this review helpful,False,0.986,2
idsoftwaresquake,"Posted November 30, 2013.",253610,8 of 9 people (89%) found this review helpful,True,0.796,2
76561198057781627,"Posted October 18, 2014.",290080,1 of 4 people (25%) found this review helpful,True,0.4404,2
76561198062924967,"Posted January 20, 2014.",4560,No ratings yet,True,0.0,1
iConnor_,"Posted April 21, 2015.",440,1 of 1 people (100%) found this review helpful,True,0.9538,2
76561198091938654,Posted May 30.,244930,No ratings yet,True,0.3612,2
dazahh,"Posted August 30, 2015.",388520,No ratings yet,False,0.2263,2
maketeanotwar,"Posted September 8, 2014.",200710,0 of 1 people (0%) found this review helpful,True,0.0,1
LeBovin,"Posted June 17, 2014.",211420,2 of 3 people (67%) found this review helpful,True,0.4215,2
FunkMeister1,Posted April 20.,374320,2 of 5 people (40%) found this review helpful,False,-0.7165,0
76561198079327998,Posted August 30.,202970,1 of 9 people (11%) found this review helpful,False,0.6908,2
76561198025199025,"Posted April 25, 2015.",72850,No ratings yet,True,0.0,1
76561198034573935,"Posted July 29, 2015.",50130,No ratings yet,True,0.3818,2
